Timestamp,rbmName,n_visible,n_hidden,learning_rate,momentum,xavier_const,err_function,init_weight_scheme,init_bias_scheme,stddev_par
20200229-015517.903950,Regularized Gaussian weight init with visible,5,4,0.05,0,1.0,mse,gaussian,zeros,0.05
