Timestamp,rbmName,n_visible,n_hidden,learning_rate,momentum,xavier_const,err_function,init_weight_scheme,init_bias_scheme,stddev_par
20200223-030903.151454,Gaussian weight init,4,3,0.05,0,1.0,mse,gaussian,zeros,0.5
