Timestamp,rbmName,n_visible,n_hidden,learning_rate,momentum,xavier_const,err_function,init_weight_scheme,init_bias_scheme,stddev_par
20200220-185807.422252,Xavier weight init,4,3,0.05,0,1.0,mse,xavier,zeros,0.01
