Timestamp,rbmName,n_visible,n_hidden,learning_rate,momentum,xavier_const,err_function,init_weight_scheme,init_bias_scheme,stddev_par
20200220-063441.586074,REMERGE weight init,3,2,0.05,0,1.0,mse,remerge,zeros,0.01
