Timestamp,Val,num
20200226-215255.750916,weight,"[[ 1.3303565  -2.1751907  -2.1102707  -2.2970335 ]
 [ 3.6027455   0.01340304 -1.2294266  -1.9817619 ]
 [ 0.7793775   3.1333106   1.2869482   0.5533516 ]
 [-3.4689453  -0.31300908  1.2527714   2.0964208 ]
 [-2.8274033  -2.2792118  -0.26735446  0.69638634]]"
