Timestamp,Epoch,s,u,v
20200226-214151.128996,0,[1.4400734  1.1095706  0.6847914  0.10549597],"[[-0.5049126  -0.55954504 -0.5872243  -0.14882949]
 [-0.41761598 -0.06671847  0.05172936 -0.08005859]
 [ 0.47384536 -0.2176973  -0.48696235  0.6386737 ]
 [-0.16976826 -0.58279216  0.6345253   0.4639102 ]
 [-0.5633023   0.5435248  -0.11285801  0.59018934]]","[[-0.39980453  0.01580047 -0.5362406   0.7432044 ]
 [ 0.68840665 -0.24012212  0.31895244  0.6055634 ]
 [-0.569826    0.04565047  0.7798159   0.25515008]
 [ 0.2038406   0.96954006  0.05101531  0.12585191]]"
20200226-214151.128996,1,[1.4395988  1.1097208  0.6868301  0.10084043],"[[-0.506339   -0.56007546 -0.58629    -0.15568922]
 [-0.41690463 -0.06589457  0.05197256 -0.04781821]
 [ 0.47679    -0.21962206 -0.48641908  0.64579123]
 [-0.16770153 -0.58276033  0.63576376  0.45892778]
 [-0.56067693  0.54233736 -0.11297851  0.58805877]]","[[-0.39573112  0.01454199 -0.53190154  0.74850947]
 [ 0.69285506 -0.24321283  0.32018948  0.5985635 ]
 [-0.5661607   0.04623961  0.78227556  0.25567344]
 [ 0.20690855  0.968761    0.05103112  0.12683341]]"
20200226-214151.128996,2,[1.4372454  1.1102966  0.6892187  0.09642309],"[[-0.50761396 -0.56138146 -0.58514214 -0.16195808]
 [-0.41586694 -0.06516705  0.05227402 -0.01248566]
 [ 0.4806079  -0.22127844 -0.48530707  0.6527264 ]
 [-0.16510585 -0.5821062   0.63757867  0.45321032]
 [-0.5577985   0.5411038  -0.11334398  0.5849469 ]]","[[-0.38991264  0.01416405 -0.52598125  0.7557191 ]
 [ 0.6989978  -0.24527834  0.3221472   0.5894591 ]
 [-0.5612454   0.04805785  0.7855145   0.25624406]
 [ 0.21065167  0.96815753  0.05031788  0.12556121]]"
20200226-214151.128996,3,[1.43456    1.1108246  0.69129795 0.09203531],"[[-0.50967187 -0.5621257  -0.58373725 -0.16855077]
 [-0.41462997 -0.06434577  0.05273177  0.02431307]
 [ 0.48415127 -0.22299583 -0.48512632  0.6585769 ]
 [-0.16222113 -0.58170146  0.6389602   0.44709003]
 [-0.5546154   0.54015774 -0.11337033  0.58084995]]","[[-0.38376924  0.01404018 -0.5212669   0.7621057 ]
 [ 0.70568013 -0.24802731  0.32215306  0.5802718 ]
 [-0.555353    0.05002059  0.7887078   0.25888473]
 [ 0.21522018  0.9673589   0.0493817   0.12433191]]"
20200226-214151.128996,4,[1.4329978  1.1113725  0.69398344 0.08816964],"[[-0.51072454 -0.56373024 -0.58243686 -0.17556654]
 [-0.41349787 -0.06380182  0.05317527  0.06440932]
 [ 0.48761034 -0.22466867 -0.4837766   0.6650672 ]
 [-0.15967366 -0.5808753   0.64107287  0.43891987]
 [-0.5521961   0.53874445 -0.11369151  0.57451135]]","[[-0.3784906   0.0131684  -0.5146037   0.7692559 ]
 [ 0.7111331  -0.24987221  0.3246615   0.57135695]
 [-0.55080706  0.05149065  0.7920879   0.257987  ]
 [ 0.2182806   0.9668192   0.04873224  0.12344853]]"
20200226-214151.128996,5,[1.4312469  1.1111237  0.69699126 0.08445271],"[[-0.51368517  0.56323534 -0.5814607  -0.18248472]
 [-0.41230908  0.06227478  0.05363409  0.10572539]
 [ 0.49072298  0.22823127 -0.48232514  0.6702534 ]
 [-0.15878363  0.5801537   0.64303213  0.42915303]
 [-0.54782104 -0.53872097 -0.11357176  0.5675474 ]]","[[-0.37214297 -0.01217118 -0.50662875  0.77761763]
 [ 0.716651    0.25614795  0.32717904  0.56013715]
 [-0.54528666 -0.05311119  0.79614055  0.25690848]
 [ 0.2249081  -0.96510077  0.04941301  0.12472147]]"
20200226-214151.128996,6,[1.4311509  1.1117753  0.6997774  0.08072156],"[[-0.5144063   0.5650677  -0.5801281  -0.19029549]
 [-0.41112843  0.06192901  0.05414692  0.15100968]
 [ 0.49390694  0.22954325 -0.48112747  0.67525524]
 [-0.15620005  0.5793188   0.64501476  0.41825625]
 [-0.545909   -0.5371806  -0.11398146  0.5568447 ]]","[[-0.36750004 -0.01144288 -0.50002193  0.7840862 ]
 [ 0.7213789   0.25703233  0.3297106   0.5521212 ]
 [-0.54128665 -0.05443121  0.7993123   0.2552371 ]
 [ 0.22707877 -0.96480095  0.04867372  0.1233912 ]]"
20200226-214151.128996,7,[1.4313475  1.1127985  0.7022022  0.07759759],"[[-0.5149905   0.5674677  -0.5783942  -0.19804849]
 [-0.4097904   0.06175437  0.05475902  0.19866878]
 [ 0.49706092  0.2301988  -0.48034272  0.6788811 ]
 [-0.15293694  0.5782501   0.64702636  0.40623927]
 [-0.5444234  -0.5355389  -0.11440724  0.543505  ]]","[[-0.36286104 -0.0112678  -0.49467152  0.7896234 ]
 [ 0.72648364  0.25640061  0.33103096  0.5448842 ]
 [-0.5368973  -0.05640629  0.80219936  0.25502095]
 [ 0.22868016 -0.96485734  0.04684762  0.12066705]]"
20200226-214151.128996,8,[1.4329789  1.1134384  0.7051428  0.07447004],"[[-0.51532674  0.56947786 -0.5770336  -0.20645927]
 [-0.40876085  0.0615108   0.05527101  0.24846606]
 [ 0.49968687  0.23145008 -0.4790279   0.68144315]
 [-0.15074363  0.57727444  0.64906985  0.3915975 ]
 [-0.5430864  -0.5339447  -0.11497026  0.527187  ]]","[[-0.35960537 -0.01022594 -0.4882466   0.79510677]
 [ 0.72975725  0.25664842  0.33407843  0.53849584]
 [-0.5341883  -0.05742202  0.80490875  0.25192812]
 [ 0.22974257 -0.96474355  0.04614078  0.11983208]]"
20200226-214151.128996,9,[1.4327568  1.1138904  0.7073771  0.07155067],"[[-0.51721084  0.57051414 -0.57527375 -0.21495521]
 [-0.40721366  0.06103115  0.0560356   0.30214694]
 [ 0.50246054  0.23296165 -0.47914153  0.6808121 ]
 [-0.1477583   0.5767477   0.6504877   0.37514102]
 [-0.54071337 -0.5328037  -0.11493208  0.50819874]]","[[-0.35438403 -0.00953212 -0.48353162  0.8003239 ]
 [ 0.73526645  0.2588837   0.33356136  0.5301878 ]
 [-0.52858543 -0.05886459  0.80802697  0.25342658]
 [ 0.23322225 -0.964066    0.04501617  0.11898606]]"
20200226-214151.128996,10,[1.4331352  1.1143392  0.7094107  0.06909841],"[[-0.51894057  0.57129014 -0.57379055 -0.2232908 ]
 [-0.40574044  0.06061032  0.05663844  0.35676584]
 [ 0.5049683   0.23413655 -0.47944126  0.67786634]
 [-0.14497963  0.57649016  0.6515619   0.35669872]
 [-0.538576   -0.53178316 -0.11471557  0.48592454]]","[[-0.34973    -0.00893749 -0.47971267  0.80466443]
 [ 0.7401371   0.2609624   0.3326643   0.52290577]
 [-0.52351135 -0.05989854  0.8107162   0.25512233]
 [ 0.23626748 -0.9634475   0.04415349  0.11831017]]"
20200226-214151.128996,11,[1.435888   1.1150501  0.7119055  0.06710736],"[[-0.5188494  -0.5733491  -0.5725391  -0.23195004]
 [-0.4047645  -0.06062994  0.05716123  0.41395915]
 [ 0.50710815 -0.23462555 -0.478735    0.6731183 ]
 [-0.1425934  -0.57587713  0.6530538   0.33463293]
 [-0.5380242   0.5300104  -0.11517502  0.45800626]]","[[-0.34768328  0.00781292 -0.47525522  0.8082005 ]
 [ 0.74252903 -0.26027158  0.33451864  0.51865864]
 [-0.5216032   0.06027763  0.81261855  0.25287968]
 [ 0.23600242  0.96362036  0.04337402  0.1177172 ]]"
20200226-214151.128996,12,[1.4351851  1.1149395  0.71421945 0.0648207 ],"[[-0.5221654  -0.5726893  -0.5710212  -0.23940259]
 [-0.40293223 -0.05977693  0.05790791  0.4717988 ]
 [ 0.5094996  -0.23708901 -0.47946626  0.6631617 ]
 [-0.14034323 -0.5758714   0.6538916   0.31053212]
 [-0.53451186  0.529731   -0.11453913  0.42881072]]","[[-0.34153152  0.00690919 -0.47040242  0.8136524 ]
 [ 0.74827373 -0.2657518   0.3327048   0.5086943 ]
 [-0.51471174  0.06121417  0.81618017  0.25529304]
 [ 0.24189736  0.96207124  0.04334937  0.11842908]]"
20200226-214151.128996,13,[1.4364887  1.11435    0.7164709  0.06310499],"[[-0.5250382  -0.57127905 -0.5703046  -0.2467132 ]
 [-0.4015221  -0.05916887  0.05844205  0.52817124]
 [ 0.5111591  -0.23938715 -0.48017833  0.6502944 ]
 [-0.13886349 -0.5766701   0.654133    0.28375915]
 [-0.53155285  0.52941936 -0.11347278  0.3959372 ]]","[[-0.33735576  0.00491703 -0.46618545  0.8178252 ]
 [ 0.7519734  -0.27205777  0.33136624  0.5007163 ]
 [-0.50980234  0.06007537  0.8190485   0.25622642]
 [ 0.24663453  0.9603913   0.04502161  0.12162712]]"
