Timestamp,Epoch,s,u,v
20200219-192855.123710,0,[1.5166491 0.6032839],"[[ 0.6491922  -0.20300893]
 [ 0.4658625  -0.6556937 ]
 [ 0.60126656  0.72722304]]","[[-0.2147685  0.976665 ]
 [ 0.976665   0.2147685]]"
20200219-192855.123710,1,[1.5197821 0.596995 ],"[[ 0.6473988  -0.20538646]
 [ 0.47369778 -0.6459779 ]
 [ 0.5970638   0.7352067 ]]","[[-0.21781993  0.975989  ]
 [ 0.975989    0.21781993]]"
20200219-192855.123710,2,[1.5231802  0.59097433],"[[ 0.64554155 -0.20812377]
 [ 0.4813828  -0.6360792 ]
 [ 0.5929135   0.74302596]]","[[-0.22075245  0.9753298 ]
 [ 0.9753298   0.22075245]]"
20200219-192855.123710,3,[1.5212148 0.5848585],"[[ 0.64391744 -0.2104991 ]
 [ 0.48953396 -0.6255014 ]
 [ 0.5879856   0.751291  ]]","[[-0.22595322  0.9741382 ]
 [ 0.9741382   0.22595322]]"
20200219-192855.123710,4,[1.5180349 0.5800362],"[[ 0.6421626  -0.21367152]
 [ 0.4967687  -0.61542356]
 [ 0.58382183  0.75868183]]","[[-0.23085912  0.9729872 ]
 [ 0.9729872   0.23085912]]"
20200219-192855.123710,5,[1.5150205  0.57530385],"[[ 0.64039546 -0.21707956]
 [ 0.5038368  -0.6052514 ]
 [ 0.5796914   0.7658638 ]]","[[-0.23560104  0.9718499 ]
 [ 0.9718499   0.23560104]]"
20200219-192855.123710,6,[1.5229731  0.57129085],"[[ 0.63797307 -0.22221068]
 [ 0.509411   -0.59624094]
 [ 0.5774867   0.77143955]]","[[-0.23514423  0.9719605 ]
 [ 0.9719605   0.23514423]]"
20200219-192855.123710,7,[1.5229391  0.56435955],"[[ 0.63654035 -0.2248747 ]
 [ 0.5173776  -0.5848759 ]
 [ 0.5719589   0.7793277 ]]","[[-0.23969579  0.9708481 ]
 [ 0.9708481   0.23969579]]"
20200219-192855.123710,8,[1.5201675 0.5600118],"[[ 0.63469476 -0.2290706 ]
 [ 0.5239317  -0.57446545]
 [ 0.56803006  0.785822  ]]","[[-0.24393396  0.9697918 ]
 [ 0.9697918   0.24393396]]"
20200219-192855.123710,9,[1.5189992 0.5545282],"[[ 0.6330632  -0.23283663]
 [ 0.5308963  -0.563475  ]
 [ 0.5633646   0.792643  ]]","[[-0.24805807  0.9687451 ]
 [ 0.9687451   0.24805807]]"
20200219-192855.123710,10,[1.5165046  0.55039436],"[[ 0.6312001  -0.23748147]
 [ 0.53713953 -0.5529037 ]
 [ 0.55952454  0.79868656]]","[[-0.25198856  0.9677302 ]
 [ 0.9677302   0.25198856]]"
20200219-192855.123710,11,[1.514157  0.5463127],"[[ 0.6293788  -0.24223886]
 [ 0.5432452  -0.542275  ]
 [ 0.55566823  0.80452377]]","[[-0.2558102  0.9667271]
 [ 0.9667271  0.2558102]]"
20200219-192855.123710,12,[1.5149097  0.54001033],"[[ 0.6279374  -0.24607724]
 [ 0.55016553 -0.53065777]
 [ 0.5504656   0.81107837]]","[[-0.25937673  0.96577615]
 [ 0.96577615  0.25937673]]"
20200219-192855.123710,13,[1.5210189 0.5341245],"[[ 0.62609625 -0.2509636 ]
 [ 0.55626786 -0.51971596]
 [ 0.5464153   0.8166473 ]]","[[-0.26012015  0.9655763 ]
 [ 0.9655763   0.26012015]]"
20200219-192855.123710,14,[1.5218887 0.528154 ],"[[ 0.6246464  -0.2552775 ]
 [ 0.56277305 -0.508037  ]
 [ 0.5413903   0.8226371 ]]","[[-0.26333165  0.96470535]
 [ 0.96470535  0.26333165]]"
20200219-192855.123710,15,[1.5213627 0.5234619],"[[ 0.62298506 -0.26038426]
 [ 0.56868094 -0.4967226 ]
 [ 0.537114    0.82792884]]","[[-0.26646873  0.9638435 ]
 [ 0.9638435   0.26646873]]"
20200219-192855.123710,16,[1.5247585  0.52040404],"[[ 0.62078303 -0.26686192]
 [ 0.57348686 -0.4865451 ]
 [ 0.5345477   0.83190054]]","[[-0.26710513  0.9636674 ]
 [ 0.9636674   0.26710513]]"
20200219-192855.123710,17,[1.5349633 0.5166288],"[[ 0.6184107  -0.2736373 ]
 [ 0.57802874 -0.4766967 ]
 [ 0.5324012   0.8353938 ]]","[[-0.26497278  0.9642559 ]
 [ 0.9642559   0.26497278]]"
20200219-192855.123710,18,[1.5329763  0.51349294],"[[ 0.6165085  -0.27982047]
 [ 0.5831812  -0.46569684]
 [ 0.5289773   0.83953965]]","[[-0.26788807  0.96345   ]
 [ 0.96345     0.26788807]]"
20200219-192855.123710,19,[1.5379478 0.509771 ],"[[ 0.6145182  -0.2861437 ]
 [ 0.58802944 -0.45510757]
 [ 0.525917    0.8432075 ]]","[[-0.26814216  0.96337944]
 [ 0.96337944  0.26814216]]"
20200219-192855.123710,20,[1.5443566  0.50498354],"[[ 0.61270213 -0.29217657]
 [ 0.59310645 -0.44408974]
 [ 0.52232254  0.8470048 ]]","[[-0.26805055  0.9634049 ]
 [ 0.9634049   0.26805055]]"
20200219-192855.123710,21,[1.5439672 0.5011839],"[[ 0.6110343  -0.29824892]
 [ 0.5982282  -0.4326602 ]
 [ 0.51842064  0.85079527]]","[[-0.270524   0.9627132]
 [ 0.9627132  0.270524 ]]"
20200219-192855.123710,22,[1.5489919  0.49792203],"[[ 0.6090489  -0.30496275]
 [ 0.6027259  -0.42207184]
 [ 0.51553935  0.85372895]]","[[-0.27050355  0.9627189 ]
 [ 0.9627189   0.27050355]]"
20200219-192855.123710,23,[1.552539   0.49582374],"[[ 0.6068257  -0.31230438]
 [ 0.60685736 -0.41182357]
 [ 0.5133098   0.8560767 ]]","[[-0.27056992  0.96270037]
 [ 0.96270037  0.27056992]]"
20200219-192855.123710,24,[1.5537307  0.49138495],"[[ 0.605441   -0.31813368]
 [ 0.61189693 -0.40009633]
 [ 0.5089433   0.8594845 ]]","[[-0.27261606  0.96212286]
 [ 0.96212286  0.27261606]]"
20200219-192855.123710,25,[1.5535288  0.48802814],"[[ 0.60386145 -0.32453096]
 [ 0.6165596  -0.38869572]
 [ 0.50517905  0.8623197 ]]","[[-0.2747421  0.961518 ]
 [ 0.961518   0.2747421]]"
20200219-192855.123710,26,[1.5519137  0.48582906],"[[ 0.60201013 -0.3316245 ]
 [ 0.6209     -0.37755746]
 [ 0.5020628   0.8645666 ]]","[[-0.2769422  0.9608866]
 [ 0.9608866  0.2769422]]"
20200219-192855.123710,27,[1.5503955  0.48374406],"[[ 0.6001655  -0.33879098]
 [ 0.6251546  -0.36642864]
 [ 0.49898234  0.86657417]]","[[-0.27905428  0.96027535]
 [ 0.96027535  0.27905428]]"
20200219-192855.123710,28,[1.5558162  0.48107103],"[[ 0.5981617  -0.34610945]
 [ 0.62911826 -0.35587212]
 [ 0.4963999   0.8680804 ]]","[[-0.2783678   0.96047455]
 [ 0.96047455  0.2783678 ]]"
20200219-192855.123710,29,[1.5558518  0.47828203],"[[ 0.5965648  -0.35291186]
 [ 0.63339096 -0.34453365]
 [ 0.49287564  0.86991376]]","[[-0.28011468  0.95996654]
 [ 0.95996654  0.28011468]]"
20200219-192855.123710,30,[1.5559627  0.47561672],"[[ 0.5949758  -0.3597806 ]
 [ 0.63756627 -0.33322608]
 [ 0.48940077  0.87150353]]","[[-0.2817713   0.95948154]
 [ 0.95948154  0.2817713 ]]"
20200219-192855.123710,31,[1.5630112  0.47233254],"[[ 0.593287   -0.36666232]
 [ 0.6414312  -0.3225749 ]
 [ 0.48639137  0.8726421 ]]","[[-0.28067145  0.9598039 ]
 [ 0.9598039   0.28067145]]"
