Timestamp,Epoch,s,u,v
20200225-121507.241101,0,[1.3375067 0.1745938],"[[ 0.8886229   0.4269253 ]
 [-0.00873502 -0.34957138]
 [ 0.45855528 -0.83398694]]","[[-0.610617   0.7919261]
 [ 0.7919261  0.610617 ]]"
20200225-121507.241101,1,[1.3367947  0.17023957],"[[ 0.8889081   0.43687308]
 [-0.00506278 -0.2913964 ]
 [ 0.458058   -0.85101724]]","[[-0.6115851   0.79117876]
 [ 0.79117876  0.6115851 ]]"
20200225-121507.241101,2,[1.3381624  0.16699491],"[[ 0.8892954   0.44486606]
 [-0.001063   -0.22988918]
 [ 0.45733202 -0.8655895 ]]","[[-0.61069524  0.79186577]
 [ 0.79186577  0.61069524]]"
20200225-121507.241101,3,[1.3400813 0.1650884],"[[ 0.8897797   0.4504914 ]
 [ 0.00297211 -0.1659759 ]
 [ 0.4563806  -0.87721694]]","[[-0.6093065  0.7929347]
 [ 0.7929347  0.6093065]]"
20200225-121507.241101,4,[1.3376001  0.16342145],"[[ 0.8901072   0.4539751 ]
 [ 0.00614227 -0.10014733]
 [ 0.45571005 -0.8853684 ]]","[[-0.61131126  0.7913903 ]
 [ 0.7913903   0.61131126]]"
20200225-121507.241101,5,[1.3372058 0.1627609],"[[ 0.890514    0.45490772]
 [ 0.00971594 -0.03355296]
 [ 0.45485204 -0.88990617]]","[[-0.61146957  0.79126793]
 [ 0.79126793  0.61146957]]"
20200225-121507.241101,6,[1.3387046  0.16239208],"[[ 0.8908636   0.45346522]
 [ 0.01361059  0.0328688 ]
 [ 0.45406717 -0.89066774]]","[[-0.610309   0.7921634]
 [ 0.7921634  0.610309 ]]"
20200225-121507.241101,7,[1.3392285  0.16365227],"[[ 0.89133155  0.44937715]
 [ 0.01722013  0.09848075]
 [ 0.45302513 -0.88789743]]","[[-0.6099979  0.792403 ]
 [ 0.792403   0.6099979]]"
20200225-121507.241101,8,[1.3374046  0.16545871],"[[ 0.8917469   0.44324654]
 [ 0.02029711  0.16218334]
 [ 0.452079   -0.881606  ]]","[[-0.61131597  0.7913866 ]
 [ 0.7913866   0.61131597]]"
20200225-121507.241101,9,[1.3332471  0.16760729],"[[ 0.8920853   0.4354413 ]
 [ 0.02277795  0.22350223]
 [ 0.4512932  -0.87203085]]","[[-0.614295    0.78907657]
 [ 0.78907657  0.614295  ]]"
20200225-121507.241101,10,[1.3315268  0.17057742],"[[ 0.89247435  0.42576683]
 [ 0.02573819  0.28178757]
 [ 0.45036328 -0.8598362 ]]","[[-0.61549485  0.78814095]
 [ 0.78814095  0.61549485]]"
20200225-121507.241101,11,[1.3275398  0.17389037],"[[ 0.8928081   0.41501826]
 [ 0.02805479  0.33670297]
 [ 0.44956264 -0.8452166 ]]","[[-0.61834204  0.78590906]
 [ 0.78590906  0.61834204]]"
20200225-121507.241101,12,[1.3236583  0.17772125],"[[ 0.89314145  0.40324345]
 [ 0.03028427  0.38803622]
 [ 0.4487552  -0.8287477 ]]","[[-0.6211193  0.783716 ]
 [ 0.783716   0.6211193]]"
20200225-121507.241101,13,[1.3259089  0.18211457],"[[ 0.8935429   0.3898045 ]
 [ 0.03420358  0.4356665 ]
 [ 0.44767338 -0.8113244 ]]","[[-0.61900264  0.78538895]
 [ 0.78538895  0.61900264]]"
20200225-121507.241101,14,[1.3220973 0.1868511],"[[ 0.89387167  0.37671337]
 [ 0.03631258  0.4795475 ]
 [ 0.44685006 -0.79254115]]","[[-0.6216905  0.7832631]
 [ 0.7832631  0.6216905]]"
