Timestamp,Epoch,s,u,v
20200301-223915.091638,0,[3.5453715 2.2028623 1.3436705 1.204382 ],"[[ 0.46925452  0.44818282 -0.526399    0.0865384 ]
 [-0.07865421  0.46447402  0.27970216  0.81810594]
 [-0.6085308  -0.34841377 -0.14891195  0.32229874]
 [-0.63459414  0.59534556 -0.30901176 -0.33385038]
 [-0.02438132  0.32797477  0.72595316 -0.3284535 ]]","[[-0.00193779  0.98335     0.05036522 -0.1745924 ]
 [-0.11148803 -0.13669224  0.82993805 -0.5292341 ]
 [-0.63813865  0.0998304   0.36000884  0.6732064 ]
 [ 0.7618043   0.06612144  0.42315492  0.48602682]]"
20200301-223915.091638,1,[3.538027  2.1599596 1.2908436 1.198091 ],"[[ 0.46882272  0.4749601  -0.5058667   0.03526358]
 [-0.07754926  0.44293025  0.20591204  0.8496511 ]
 [-0.6131795  -0.33581805 -0.19518086  0.29975137]
 [-0.6307402   0.6161132  -0.2353446  -0.36247194]
 [-0.01922349  0.2930127   0.7798824  -0.23582388]]","[[ 0.00412411  0.98040783  0.12454657 -0.15255019]
 [-0.10760871 -0.17807442  0.8784457  -0.4301663 ]
 [-0.6391973   0.07697131  0.28503636  0.71011037]
 [ 0.76146597  0.03413704  0.36273354  0.5361238 ]]"
20200301-223915.091638,2,[3.5347471 2.1222048 1.2540789 1.1989871],"[[ 0.46952507  0.49102858 -0.48790735  0.00189851]
 [-0.07514951  0.42824084  0.14721094  0.86759245]
 [-0.6164201  -0.3258594  -0.22375217  0.28205222]
 [-0.6274197   0.62922126 -0.18412629 -0.3753134 ]
 [-0.01641998  0.27091876  0.8101287  -0.16391003]]","[[ 0.00950672  0.97705066  0.17163345 -0.1257933 ]
 [-0.10658401 -0.20362993  0.90760136 -0.35133252]
 [-0.6389787   0.06154311  0.22277771  0.7336818 ]
 [ 0.7617453   0.01093869  0.31172416  0.5678493 ]]"
20200301-223915.091638,3,[3.5109053 2.0886781 1.222704  1.1890528],"[[ 0.46466914  0.50644207 -0.4176798  -0.22361751]
 [-0.07234958  0.4132095  -0.2900473   0.83678913]
 [-0.6192301  -0.31993657 -0.33219647  0.13702004]
 [-0.6287424   0.63813573  0.04019748 -0.4004088 ]
 [-0.0092442   0.25139102  0.7933763   0.26585236]]","[[ 0.01435493  0.973124    0.22982442  0.00203708]
 [-0.09535136 -0.22554012  0.95971805  0.1377729 ]
 [-0.6346583   0.04571852 -0.16062857  0.75453115]
 [ 0.7667536  -0.00842389 -0.01791052  0.6416364 ]]"
20200301-223915.091638,4,[3.47735   2.081462  1.21485   1.1604912],"[[ 0.4624026   0.5140544  -0.22964321 -0.40468144]
 [-0.06203457  0.41522297 -0.68263954  0.5611231 ]
 [-0.6232351  -0.30683687 -0.35928547 -0.04968101]
 [-0.6276236   0.64296716  0.2563844  -0.30265495]
 [ 0.00155793  0.236184    0.535209    0.6536864 ]]","[[ 0.02752006  0.96909505  0.20475768  0.13480328]
 [-0.08182736 -0.24042149  0.73487437  0.6288577 ]
 [-0.6238191   0.05237022 -0.5365623   0.56586933]
 [ 0.7767861  -0.01760209 -0.36074275  0.51590526]]"
20200301-223915.091638,5,[3.439521  2.056318  1.2187034 1.1241374],"[[ 0.46914148  0.51736933  0.19281994 -0.40900245]
 [-0.04297625  0.40450776  0.7247851   0.512989  ]
 [-0.631432   -0.28529915  0.35767114 -0.0731535 ]
 [-0.61569774  0.6642905  -0.28324154 -0.25358942]
 [ 0.01640713  0.21453463 -0.47890767  0.70703626]]","[[ 0.05881463  0.96172357 -0.19695139  0.18121465]
 [-0.07202481 -0.2630516  -0.6774306   0.68315744]
 [-0.6090383   0.05575579  0.58275396  0.53512746]
 [ 0.787671   -0.05275329  0.4033553   0.462705  ]]"
20200301-223915.091638,6,[3.4111462 2.028826  1.221779  1.0863835],"[[ 0.46779     0.5248497  -0.20020346 -0.39429912]
 [-0.03863023  0.38804367 -0.72346675  0.5247042 ]
 [-0.6340655  -0.28146017 -0.3565377  -0.0670726 ]
 [-0.6141045   0.6735065   0.27894688 -0.23771888]
 [ 0.02273291  0.20279112  0.48123193  0.712885  ]]","[[ 0.06706908  0.95805866  0.19248466  0.2014326 ]
 [-0.06412681 -0.2744166   0.6827738   0.6740945 ]
 [-0.60311157  0.04357837 -0.5790454   0.54686713]
 [ 0.79224104 -0.07014396 -0.4018407   0.45382592]]"
20200301-223915.091638,7,[3.40524   1.9856023 1.2253691 1.0789223],"[[ 0.46354306  0.53713185 -0.21032614 -0.37299815]
 [-0.0438415   0.37022322 -0.71858305  0.5406964 ]
 [-0.6320583  -0.28718182 -0.35610586 -0.06475107]
 [-0.61917996  0.6746415   0.2711588  -0.23062797]
 [ 0.01801413  0.19185773  0.48894045  0.7149391 ]]","[[ 0.058049    0.95309347  0.18731442  0.23055641]
 [-0.06611495 -0.29089585  0.69369984  0.6555829 ]
 [-0.60758317  0.01611069 -0.57184976  0.5509727 ]
 [ 0.789368   -0.08205311 -0.39583024  0.46204302]]"
20200301-223915.091638,8,[3.3913305 1.9775593 1.2325362 1.0626537],"[[ 0.45904735  0.5415755   0.18807779 -0.38137472]
 [-0.04128759  0.37470648  0.7421304   0.50163674]
 [-0.6322714  -0.28456938  0.3558467  -0.07371084]
 [-0.6223443   0.67045903 -0.28812268 -0.21324027]
 [ 0.02216274  0.18919864 -0.45191577  0.7429734 ]]","[[ 0.05853425  0.9525231  -0.17922007  0.23906916]
 [-0.059012   -0.29379117 -0.6534224   0.6951575 ]
 [-0.60368824  0.01918131  0.6017968   0.5225261 ]
 [ 0.79287577 -0.07758199  0.42280066  0.43193623]]"
20200301-223915.091638,9,[3.3667262 1.9690896 1.2341197 1.0334427],"[[ 0.46069852  0.5408454   0.19614239 -0.37418872]
 [-0.03533667  0.3720439   0.73278725  0.5146781 ]
 [-0.6359808  -0.2769816   0.35730314 -0.05968974]
 [-0.6173941   0.676464   -0.2856918  -0.21205169]
 [ 0.02934442  0.18640365 -0.46396714  0.7392971 ]]","[[ 0.0704332   0.95162886 -0.18397862  0.2357826 ]
 [-0.05309033 -0.29417858 -0.66564626  0.68378025]
 [-0.5978583   0.02478666  0.5916861   0.54023933]
 [ 0.7967345  -0.08512921  0.41590172  0.43010768]]"
