Timestamp,Epoch,s,u,v
20200225-172450.131860,0,[1.9412391 0.9506323],"[[ 0.507535   -0.44009453]
 [ 0.86039627  0.30487424]
 [-0.04611501  0.84461147]]","[[ 0.83881533 -0.5444161 ]
 [ 0.5444161   0.83881533]]"
20200225-172450.131860,1,[1.9606513 0.9542559],"[[ 0.50338995 -0.44367516]
 [ 0.86295784  0.3014629 ]
 [-0.04361358  0.84396213]]","[[ 0.8365338 -0.5479152]
 [ 0.5479152  0.8365338]]"
20200225-172450.131860,2,[1.9692428 0.9559862],"[[ 0.50133234 -0.44455934]
 [ 0.8639973   0.3034443 ]
 [-0.04663476  0.84278625]]","[[ 0.83661884 -0.54778546]
 [ 0.54778546  0.83661884]]"
20200225-172450.131860,3,[1.96894    0.95998275],"[[ 0.4964698  -0.4476769 ]
 [ 0.8668494   0.30080757]
 [-0.04571629  0.84208095]]","[[ 0.83542204 -0.5496089 ]
 [ 0.5496089   0.83542204]]"
20200225-172450.131860,4,[1.9715523 0.9625283],"[[ 0.49335903 -0.4491915 ]
 [ 0.86850667  0.30153537]
 [-0.04788598  0.8410134 ]]","[[ 0.835302   -0.54979146]
 [ 0.54979146  0.835302  ]]"
20200225-172450.131860,5,[1.9796143 0.9659666],"[[ 0.48930654 -0.4519164 ]
 [ 0.8708254   0.29961705]
 [-0.04735386  0.8402388 ]]","[[ 0.8340364 -0.5517095]
 [ 0.5517095  0.8340364]]"
20200225-172450.131860,6,[1.9794345  0.96996653],"[[ 0.48451754 -0.4549199 ]
 [ 0.87355494  0.29683197]
 [-0.0463102   0.83960634]]","[[ 0.83280134 -0.55357206]
 [ 0.55357206  0.83280134]]"
20200225-172450.131860,7,[1.9821409 0.9724875],"[[ 0.48156163 -0.45631918]
 [ 0.8750721   0.29754484]
 [-0.04844689  0.83859414]]","[[ 0.83269835 -0.553727  ]
 [ 0.553727    0.83269835]]"
20200225-172450.131860,8,[1.9789447  0.97587276],"[[ 0.47735348 -0.45844635]
 [ 0.87730986  0.29681236]
 [-0.04960705  0.8376927 ]]","[[ 0.8322973 -0.5543294]
 [ 0.5543294  0.8322973]]"
20200225-172450.131860,9,[1.9790114 0.9798731],"[[ 0.472659   -0.46132976]
 [ 0.8799116   0.29391944]
 [-0.04846501  0.83712965]]","[[ 0.83102846 -0.5562299 ]
 [ 0.5562299   0.83102846]]"
20200225-172450.131860,10,[1.9820141 0.9823217],"[[ 0.46993187 -0.46259183]
 [ 0.8812497   0.29471356]
 [-0.05062431  0.83615327]]","[[ 0.8309754  -0.55630904]
 [ 0.55630904  0.8309754 ]]"
20200225-172450.131860,11,[1.9821938 0.9863161],"[[ 0.46530008 -0.46539578]
 [ 0.8837718   0.2917649 ]
 [-0.0494294   0.8356315 ]]","[[ 0.8296908  -0.55822325]
 [ 0.55822325  0.8296908 ]]"
20200225-172450.131860,12,[1.982465   0.99028957],"[[ 0.46070343 -0.46814543]
 [ 0.88624287  0.28880548]
 [-0.04822716  0.83512336]]","[[ 0.8284002 -0.5601366]
 [ 0.5601366  0.8284002]]"
20200225-172450.131860,13,[1.9828265 0.9942429],"[[ 0.4561425  -0.4708414 ]
 [ 0.8886639   0.28583765]
 [-0.0470183   0.8346289 ]]","[[ 0.8271045 -0.5620482]
 [ 0.5620482  0.8271045]]"
20200225-172450.131860,14,[1.9831773  0.99820256],"[[ 0.45156157 -0.473513  ]
 [ 0.8910669   0.28277713]
 [-0.04573816  0.83415985]]","[[ 0.8257704 -0.5640065]
 [ 0.5640065  0.8257704]]"
20200225-172450.131860,15,[1.980672  1.0015293],"[[ 0.4476315  -0.47535592]
 [ 0.8929918   0.281973  ]
 [-0.04681543  0.83338344]]","[[ 0.8253511  -0.56461984]
 [ 0.56461984  0.8253511 ]]"
20200225-172450.131860,16,[1.9840559 1.0039206],"[[ 0.44527715 -0.47636425]
 [ 0.8940503   0.28288925]
 [-0.04901293  0.8324967 ]]","[[ 0.82537466 -0.5645854 ]
 [ 0.5645854   0.82537466]]"
20200225-172450.131860,17,[1.9874545 1.0063206],"[[ 0.44296044 -0.47735977]
 [ 0.8950797   0.2837788 ]
 [-0.05116874  0.8316231 ]]","[[ 0.8253931 -0.5645584]
 [ 0.5645584  0.8253931]]"
20200225-172450.131860,18,[1.9990565 1.0103062],"[[ 0.43886006 -0.48028582]
 [ 0.8972708   0.27941555]
 [-0.04803041  0.8314158 ]]","[[ 0.8232021  -0.56774837]
 [ 0.56774837  0.8232021 ]]"
20200225-172450.131860,19,[1.9968157 1.0135776],"[[ 0.43514192 -0.4819786 ]
 [ 0.89902115  0.278669  ]
 [-0.04911634  0.8306867 ]]","[[ 0.822818   -0.56830496]
 [ 0.56830496  0.822818  ]]"
20200225-172450.131860,20,[1.9946856 1.0168537],"[[ 0.43147257 -0.48364004]
 [ 0.90072966  0.27790818]
 [-0.0501734   0.82997555]]","[[ 0.8224298  -0.56886655]
 [ 0.56886655  0.8224298 ]]"
20200225-172450.131860,21,[2.0010061 1.0198541],"[[ 0.42871982 -0.4852573 ]
 [ 0.90205777  0.2765234 ]
 [-0.04991078  0.829494  ]]","[[ 0.8215461 -0.5701422]
 [ 0.5701422  0.8215461]]"
20200225-172450.131860,22,[2.0044253 1.0222667],"[[ 0.42659786 -0.48613584]
 [ 0.90294755  0.27736232]
 [-0.05195987  0.828699  ]]","[[ 0.82157165 -0.5701054 ]
 [ 0.5701054   0.82157165]]"
20200225-172450.131860,23,[2.0050998 1.0262073],"[[ 0.42229378 -0.48850036]
 [ 0.9050536   0.2741158 ]
 [-0.05045789  0.82838875]]","[[ 0.8201855 -0.5720977]
 [ 0.5720977  0.8201855]]"
20200225-172450.131860,24,[2.005956  1.0300944],"[[ 0.41810414 -0.49077743]
 [ 0.90707475  0.27098304]
 [-0.0490365   0.8280736 ]]","[[ 0.8188389  -0.57402354]
 [ 0.57402354  0.8188389 ]]"
