Timestamp,Epoch,s,u,v
20200227-194619.883423,0,[1.6043973  1.0647538  0.66235554 0.18268129],"[[-0.4439464   0.291319    0.36654058 -0.7589848 ]
 [ 0.09808799  0.77358055  0.12572566  0.35762694]
 [ 0.17947032 -0.4986598   0.09152534 -0.15680818]
 [ 0.53568965 -0.05958674  0.80808717  0.02686102]
 [ 0.68856204  0.25395787 -0.43411896 -0.52032226]]","[[ 0.70642257  0.55586416  0.3183798   0.30102584]
 [-0.668676    0.46746442  0.13617218  0.5619668 ]
 [ 0.20251842 -0.59140044 -0.14241403  0.76743084]
 [-0.1132522  -0.35033935  0.9272592  -0.06801973]]"
20200227-194619.883423,1,[1.6020206  1.0671515  0.6611834  0.19055271],"[[-0.45063818  0.2839367   0.3573546  -0.7622084 ]
 [ 0.08831444  0.77365905  0.13497788  0.35642925]
 [ 0.18106812 -0.49769735  0.08667106 -0.1567317 ]
 [ 0.5331786  -0.05917539  0.810774    0.01605106]
 [ 0.6870667   0.26386917 -0.434985   -0.5168889 ]]","[[ 0.69669706  0.55899775  0.32884344  0.306589  ]
 [-0.67748475  0.4577422   0.1355248   0.55957097]
 [ 0.20501457 -0.5910229  -0.14446615  0.766675  ]
 [-0.11660536 -0.3587278   0.92337674 -0.07136513]]"
20200227-194619.883423,2,[1.6033541  1.0694919  0.6581451  0.19861142],"[[-0.4554531   0.27746978  0.3490027  -0.7655551 ]
 [ 0.08077642  0.7733649   0.14383078  0.35496113]
 [ 0.18254639 -0.49717015  0.08100502 -0.15679473]
 [ 0.53191394 -0.06007407  0.81236327  0.00561184]
 [ 0.6854066   0.27226993 -0.43705192 -0.51313984]]","[[ 0.69033694  0.5606599   0.3357828   0.31039584]
 [-0.6828419   0.4496093   0.13587862  0.5595676 ]
 [ 0.20831376 -0.5907671  -0.14911051  0.7650921 ]
 [-0.11733489 -0.36675134  0.92008334 -0.07192346]]"
20200227-194619.883423,3,[1.6056186  1.0718116  0.65638065 0.20693497],"[[-0.46013984  0.27118605  0.33986056 -0.7690576 ]
 [ 0.07311949  0.77309704  0.15245251  0.35342523]
 [ 0.18422456 -0.4964529   0.07571216 -0.15663369]
 [ 0.53107    -0.06020554  0.8135217  -0.00573561]
 [ 0.6833379   0.28051597 -0.4401173  -0.50899345]]","[[ 0.6840501   0.56276304  0.34259212  0.3130562 ]
 [-0.6880313   0.44154194  0.13744397  0.5592519 ]
 [ 0.21189375 -0.59030485 -0.15153736  0.76398826]
 [-0.1174283  -0.37400392  0.9169387  -0.07453457]]"
20200227-194619.883423,4,[1.6052848  1.0733804  0.6552462  0.21487163],"[[-0.46601802  0.26310644  0.33082816 -0.7722455 ]
 [ 0.0631678   0.77206194  0.1632866   0.3519602 ]
 [ 0.18632899 -0.49584067  0.06947739 -0.15665796]
 [ 0.5291103  -0.06138364  0.81523144 -0.0168784 ]
 [ 0.68129414  0.2916671  -0.44097787 -0.5049103 ]]","[[ 0.67478293  0.5638099   0.3540041   0.31854054]
 [-0.695798    0.42997864  0.13917701  0.55822366]
 [ 0.21524368 -0.5907612  -0.1550564   0.7619902 ]
 [-0.11918087 -0.38501728  0.9117395  -0.07930453]]"
20200227-194619.883423,5,[1.6063704  1.0759187  0.65126836 0.2234482 ],"[[-0.47122383  0.25685847  0.32067454 -0.77541995]
 [ 0.05484917  0.7714579   0.1717857   0.350386  ]
 [ 0.18766625 -0.49496186  0.06412543 -0.1564041 ]
 [ 0.52693963 -0.06153971  0.81706923 -0.02831685]
 [ 0.6797468   0.30016962 -0.44265488 -0.500689  ]]","[[ 0.6671118   0.5657934   0.36134163  0.32291117]
 [-0.7019295   0.42180765  0.13750058  0.5571956 ]
 [ 0.21827479 -0.59000593 -0.15909766  0.7608792 ]
 [-0.12088408 -0.39223602  0.90841264 -0.07952549]]"
20200227-194619.883423,6,[1.6103196  1.0779237  0.6495241  0.23157446],"[[-0.47466886  0.2503891   0.312294   -0.77874154]
 [ 0.04775398  0.77011555  0.18169211  0.34889206]
 [ 0.18984951 -0.49459648  0.05764454 -0.15593387]
 [ 0.5272497  -0.06326785  0.8167775  -0.03972016]
 [ 0.67703354  0.30919105 -0.44610742 -0.49592662]]","[[ 0.66234493  0.5657775   0.36820304  0.32499483]
 [-0.7054038   0.41246018  0.14202985  0.55866796]
 [ 0.22272106 -0.5903241  -0.16305046  0.7585034 ]
 [-0.11874396 -0.40160918  0.90425044 -0.08331461]]"
20200227-194619.883423,7,[1.6137284 1.0799817 0.6479118 0.2396557],"[[-0.47844613  0.2444335   0.30294633 -0.78194   ]
 [ 0.04042019  0.7689069   0.19074237  0.34722573]
 [ 0.1916553  -0.49396965  0.05186776 -0.1556059 ]
 [ 0.5269001  -0.06409118  0.8168642  -0.05132155]
 [ 0.6746112   0.3176803  -0.4493148  -0.4910783 ]]","[[ 0.65672284  0.56649107  0.37525085  0.3270936 ]
 [-0.7096014   0.40383464  0.14507426  0.5588716 ]
 [ 0.22653222 -0.59015423 -0.16538669  0.7569998 ]
 [-0.11774878 -0.4095407   0.90043753 -0.08731563]]"
20200227-194619.883423,8,[1.6190195  1.0818294  0.6478578  0.24754182],"[[-0.48095942  0.23914282  0.29402453 -0.7853268 ]
 [ 0.03465551  0.7674238   0.20009397  0.34544343]
 [ 0.1935287  -0.49365216  0.0458493  -0.15512872]
 [ 0.52794296 -0.06559829  0.81564337 -0.06326593]
 [ 0.6717889   0.32538575 -0.4540219  -0.48565745]]","[[ 0.6535822   0.566127    0.38136008  0.32694831]
 [-0.7116061   0.39566505  0.15177085  0.56038547]
 [ 0.23087181 -0.5904611  -0.16657434  0.75518674]
 [-0.11465389 -0.41749886  0.89653957 -0.09362712]]"
20200227-194619.883423,9,[1.6223491  1.0836263  0.646063   0.25500745],"[[ 0.4844629   0.23304513  0.285403   -0.7881288 ]
 [-0.02730024  0.76534784  0.2099938   0.34380138]
 [-0.1954165  -0.4932487   0.03931507 -0.1550244 ]
 [-0.52753466 -0.06764346  0.8154015  -0.07412072]
 [-0.6693805   0.33475837 -0.45609492 -0.48075736]]","[[-0.64811695  0.5651176   0.3896074   0.3298372 ]
 [ 0.71550155  0.38567433  0.15561321  0.56133544]
 [-0.234813   -0.5910183  -0.17053704  0.75264704]
 [ 0.11342318 -0.42731145  0.89157575 -0.09814543]]"
