Timestamp,Epoch,s,u,v
20200228-045132.410456,0,[1.5369072  0.92422545 0.7108124  0.12764575],"[[-0.57878953 -0.47640133 -0.10910538 -0.6505272 ]
 [ 0.45848754 -0.20737591  0.36080623 -0.2544942 ]
 [-0.38898638  0.05015406 -0.48580092  0.44451648]
 [-0.50826585  0.578919    0.61529    -0.06196717]
 [-0.21248008 -0.62639815  0.4932859   0.5573266 ]]","[[-0.5840348   0.0575712  -0.7852825  -0.19728309]
 [-0.2868249   0.7073314   0.10502342  0.6374826 ]
 [ 0.75935644  0.3144232  -0.56319934  0.08557101]
 [ 0.0035775  -0.6304809  -0.23475145  0.73984677]]"
20200228-045132.410456,1,[1.5321624  0.9276042  0.7112958  0.12827206],"[[-0.575318   -0.480035   -0.11716427 -0.6493371 ]
 [ 0.46078452 -0.20883022  0.35913837 -0.25393996]
 [-0.38531834  0.05588524 -0.48755687  0.44415233]
 [-0.51308715  0.5695854   0.6192441  -0.06450258]
 [-0.21203223 -0.631194    0.485919    0.5589672 ]]","[[-0.5784859   0.0668817  -0.7896314  -0.19329548]
 [-0.2862298   0.70936173  0.11461888  0.63383037]
 [ 0.7637378   0.325825   -0.5514953   0.07997185]
 [ 0.01144831 -0.62142664 -0.24330562  0.7446479 ]]"
20200228-045132.410456,2,[1.529266   0.9311899  0.7138055  0.12870537],"[[-0.5716847  -0.48358652 -0.12549423 -0.6481456 ]
 [ 0.4634752  -0.21059555  0.35599878 -0.25310653]
 [-0.3824756   0.06273627 -0.4891568   0.44378284]
 [-0.51743203  0.55855614  0.6248718  -0.06685153]
 [-0.21058029 -0.6370813   0.47726032  0.56074256]]","[[-0.5741443   0.07753622 -0.79208446 -0.1922206 ]
 [-0.28647098  0.71118575  0.12442455  0.6298158 ]
 [ 0.76677144  0.3387618  -0.5403474   0.07298591]
 [ 0.01882156 -0.61110044 -0.25523677  0.74903697]]"
20200228-045132.410456,3,[1.5248883  0.93516254 0.71442354 0.1293468 ],"[[-0.5677198  -0.4871981  -0.13479704 -0.6468255 ]
 [ 0.466027   -0.21210296  0.35406724 -0.25266987]
 [-0.37856355  0.06968283 -0.49069118  0.44323042]
 [-0.5227063   0.547451    0.6295444  -0.06946214]
 [-0.20971611 -0.642722    0.46836123  0.56258005]]","[[-0.568153    0.08897001 -0.79610616 -0.18841897]
 [-0.28611314  0.7132323   0.13591011  0.62527394]
 [ 0.77109116  0.35164598 -0.52667004  0.06620109]
 [ 0.02757255 -0.5997744  -0.26525888  0.7544192 ]]"
20200228-045132.410456,4,[1.5246146  0.9389479  0.71543574 0.12965387],"[[-0.564049   -0.49052775 -0.14243172 -0.6457408 ]
 [ 0.4681142  -0.21309388  0.3513244  -0.25231096]
 [-0.37667286  0.07566251 -0.491591    0.44276184]
 [-0.5267684   0.53767335  0.63391095 -0.07230341]
 [-0.20821017 -0.64742345  0.46128052  0.5639969 ]]","[[-0.56557435  0.09799821 -0.7971637  -0.18722281]
 [-0.2881654   0.7144754   0.14655223  0.6204905 ]
 [ 0.77202356  0.36342627 -0.5177017   0.06234051]
 [ 0.03265837 -0.58978236 -0.27392983  0.7589816 ]]"
20200228-045132.410456,5,[1.5234587  0.94303733 0.7143838  0.13003077],"[[-0.55988234 -0.4941474  -0.15096894 -0.6444712 ]
 [ 0.47023764 -0.21355793  0.34963274 -0.25213715]
 [-0.37381366  0.08147674 -0.49231216  0.44253215]
 [-0.53184986  0.52773696  0.6373557  -0.07543495]
 [-0.20689952 -0.65197104  0.4542816   0.56529504]]","[[-0.56153965  0.10746845 -0.7997428  -0.18312569]
 [-0.28990516  0.7157682   0.15888786  0.61513054]
 [ 0.7740052   0.3754528  -0.50646126  0.05872174]
 [ 0.03929611 -0.5789316  -0.28046912  0.7646118 ]]"
20200228-045132.410456,6,[1.5208029  0.9463933  0.71554697 0.13012387],"[[-0.55711067 -0.4965528  -0.15697363 -0.6434404 ]
 [ 0.47233424 -0.21418032  0.34852618 -0.25248033]
 [-0.37029433  0.08494643 -0.49370426  0.44208345]
 [-0.53528345  0.522072    0.6382209  -0.07801662]
 [-0.20707974 -0.6540548   0.45035496  0.56631577]]","[[-0.55641043  0.11311786 -0.80318624 -0.18028818]
 [-0.2887953   0.716743    0.16333085  0.6133517 ]
 [ 0.77775586  0.3808407  -0.49717978  0.05356164]
 [ 0.04583681 -0.5731008  -0.28465295  0.76709   ]]"
20200228-045132.410456,7,[1.5213226  0.9498183  0.7148175  0.13076109],"[[-0.55388916 -0.49970484  0.16148624 -0.6425355 ]
 [ 0.47407416 -0.21375069 -0.34786853 -0.25217426]
 [-0.3680632   0.08754525  0.4948903   0.44153583]
 [-0.53875977  0.5172554  -0.63849765 -0.080707  ]
 [-0.20670797 -0.6552775  -0.44756463  0.56752884]]","[[-0.55346453  0.11693263  0.8054005  -0.17701407]
 [-0.2901258   0.71751505 -0.16944282  0.61015433]
 [ 0.77908957  0.38684782  0.49059907  0.05177899]
 [ 0.050239   -0.5673161   0.28623733  0.77051723]]"
20200228-045132.410456,8,[1.519553   0.95386213 0.71543384 0.13083126],"[[-0.5507178  -0.50213176  0.16852915 -0.64140666]
 [ 0.47620973 -0.2144155  -0.34638244 -0.25265914]
 [-0.36486825  0.0922547   0.49578807  0.44094762]
 [-0.542399    0.510022   -0.6403665  -0.08360677]
 [-0.20641953 -0.6582224  -0.44242814  0.56862676]]","[[-0.54887706  0.12456818  0.8080081  -0.17418404]
 [-0.28993818  0.71862745 -0.17693384  0.60679924]
 [ 0.7819695   0.39429536  0.4804862   0.04677915]
 [ 0.056514   -0.5590965   0.2914634   0.77412325]]"
20200228-045132.410456,9,[1.519257   0.9574867  0.71598476 0.13130064],"[[-0.5476492  -0.50470304  0.17375796 -0.64051753]
 [ 0.4780715  -0.21462277 -0.3452561  -0.25282   ]
 [-0.36245927  0.09578434  0.49691245  0.43997476]
 [-0.54556286  0.5043727  -0.64135045 -0.08627304]
 [-0.20618552 -0.6600344  -0.43858206  0.56991124]]","[[-0.54554677  0.12981558  0.8098841  -0.17208879]
 [-0.29063764  0.7193435  -0.18276359  0.60388094]
 [ 0.78368384  0.40032083  0.47296417  0.04345306]
 [ 0.06122367 -0.55266285  0.29494137  0.777062  ]]"
20200228-045132.410456,10,[1.5193022  0.9624015  0.71550584 0.13147761],"[[-0.54369223 -0.5075693   0.18157409 -0.63933533]
 [ 0.4799757  -0.21474996 -0.3434401  -0.25341374]
 [-0.36039558  0.10152351  0.49707574  0.4391035 ]
 [-0.5496929   0.49534613 -0.6441939  -0.08967099]
 [-0.20487757 -0.66376287 -0.43244606  0.57112074]]","[[-0.5428011   0.1388285   0.81076777 -0.16955689]
 [-0.29305795  0.7202477  -0.19447902  0.59794533]
 [ 0.7842867   0.4108919   0.46309477  0.04006998]
 [ 0.06617128 -0.5414223   0.3006278   0.78237236]]"
20200228-045132.410456,11,[1.518946  0.9672473 0.7160582 0.1322169],"[[-0.539928   -0.5102553   0.18833052 -0.6383215 ]
 [ 0.48207453 -0.21511401 -0.3419608  -0.2537241 ]
 [-0.3580093   0.10697932  0.49789897  0.4374818 ]
 [-0.5534339   0.48705178 -0.64658684 -0.09246407]
 [-0.20401661 -0.66686    -0.4261655   0.5729138 ]]","[[-0.5393978   0.14716427  0.8119268  -0.16783316]
 [-0.294461    0.7210238  -0.20368281  0.59323764]
 [ 0.7856342   0.41968867  0.45319194  0.03546725]
 [ 0.07156955 -0.53134644  0.30644017  0.7865388 ]]"
20200228-045132.410456,12,[1.5171759  0.9718907  0.71711254 0.1325249 ],"[[-0.5366312  -0.51222926  0.19547649 -0.63721037]
 [ 0.48427272 -0.2158028  -0.3406863  -0.25426552]
 [-0.35453007  0.11218432  0.49886295  0.43638024]
 [-0.5569791   0.479656   -0.64814746 -0.09518809]
 [-0.20393603 -0.66962314 -0.42043164  0.5743029 ]]","[[-0.5342919   0.15554878  0.81419975 -0.16557659]
 [-0.29396817  0.7219652  -0.21089064  0.58980894]
 [ 0.7886697   0.42627656  0.44207084  0.0293579 ]
 [ 0.07819942 -0.5223594   0.31173295  0.78984076]]"
20200228-045132.410456,13,[1.5194993  0.9769781  0.71835697 0.1327567 ],"[[-0.5326676  -0.51486194  0.20209564 -0.6363112 ]
 [ 0.48621684 -0.21566257 -0.33803472 -0.2548087 ]
 [-0.35382402  0.11765001  0.4989905   0.43490732]
 [-0.56025594  0.47065726 -0.6512529  -0.09830865]
 [-0.20194158 -0.67308813 -0.41444895  0.5756486 ]]","[[-0.5337176   0.16308242  0.8129648  -0.16624726]
 [-0.29773542  0.721878   -0.22077172  0.58438504]
 [ 0.7873319   0.4363695   0.43473762  0.02633333]
 [ 0.08128955 -0.51174027  0.31835717  0.7938279 ]]"
20200228-045132.410456,14,[1.5198632  0.98110974 0.7182601  0.13268074],"[[-0.5293941  -0.51726526  0.20716599 -0.6354279 ]
 [ 0.48803276 -0.21502191 -0.33751565 -0.2562092 ]
 [-0.3512997   0.12010388  0.49953845  0.43375623]
 [-0.563463    0.46613997 -0.65085167 -0.10158242]
 [-0.20165245 -0.6741589  -0.41233307  0.57630265]]","[[-0.53035825  0.16710569  0.81491524 -0.16342866]
 [-0.29873538  0.7223464  -0.22596668  0.5813018 ]
 [ 0.7887278   0.44106305  0.42757624  0.02346185]
 [ 0.08594121 -0.5057217   0.3194226   0.7967614 ]]"
20200228-045132.410456,15,[1.520828   0.98529106 0.7183444  0.13278496],"[[-0.5261228  -0.5196334   0.21207337 -0.6345505 ]
 [ 0.48986927 -0.2144289  -0.33676964 -0.25731778]
 [-0.34906897  0.12289622  0.50010943  0.43251747]
 [-0.5664646   0.46135345 -0.65079397 -0.10471225]
 [-0.20122592 -0.6753152  -0.4098403   0.57714593]]","[[-0.5274491   0.1713652   0.8163691  -0.16116107]
 [-0.29999173  0.722729   -0.23142259  0.5780237 ]
 [ 0.7897244   0.44603497  0.420671    0.02058921]
 [ 0.09020861 -0.49934888  0.32096905  0.79968244]]"
