Timestamp,Epoch,s,u,v
20200219-220503.562702,0,[0.11907013 0.05524396],"[[-0.08889264  0.6626943 ]
 [ 0.28398874  0.73242635]
 [ 0.9546982  -0.15616688]]","[[ 0.6781105  0.73496  ]
 [ 0.73496   -0.6781105]]"
20200219-220503.562702,1,[0.13460009 0.05554994],"[[ 0.03092265 -0.668964  ]
 [ 0.4407171  -0.6577547 ]
 [ 0.89711344  0.346188  ]]","[[ 0.742061   -0.67033243]
 [ 0.67033243  0.742061  ]]"
20200219-220503.562702,2,[0.1559876  0.05470035],"[[ 0.10950071 -0.6618315 ]
 [ 0.535667   -0.5891961 ]
 [ 0.8372996   0.46349472]]","[[ 0.7704343 -0.6375194]
 [ 0.6375194  0.7704343]]"
20200219-220503.562702,3,[0.17646782 0.05370395],"[[ 0.15810056 -0.653067  ]
 [ 0.5916475  -0.53784215]
 [ 0.7905424   0.53313166]]","[[ 0.78171057 -0.6236414 ]
 [ 0.6236414   0.78171057]]"
20200219-220503.562702,4,[0.19605127 0.05258162],"[[ 0.19783571 -0.64324987]
 [ 0.6338087  -0.49167252]
 [ 0.7477616   0.5869306 ]]","[[ 0.7880401 -0.6156239]
 [ 0.6156239  0.7880401]]"
20200219-220503.562702,5,[0.21709618 0.05170349],"[[ 0.22297609 -0.6361239 ]
 [ 0.6616686  -0.4576971 ]
 [ 0.71587455  0.62117606]]","[[ 0.7891144 -0.6142462]
 [ 0.6142462  0.7891144]]"
20200219-220503.562702,6,[0.23390141 0.05086357],"[[ 0.24526808 -0.62890226]
 [ 0.6836921  -0.42734182]
 [ 0.6873199   0.64950824]]","[[ 0.79034436 -0.6126629 ]
 [ 0.6126629   0.79034436]]"
20200219-220503.562702,7,[0.25268203 0.05015988],"[[ 0.26196355 -0.6232044 ]
 [ 0.70067275 -0.40224534]
 [ 0.6636511   0.67068255]]","[[ 0.78970164 -0.6134911 ]
 [ 0.6134911   0.78970164]]"
20200219-220503.562702,8,[0.27519894 0.04959492],"[[ 0.2747457  -0.61869323]
 [ 0.71356344 -0.3818789 ]
 [ 0.64447033  0.68657637]]","[[ 0.7873747 -0.6164747]
 [ 0.6164747  0.7873747]]"
20200219-220503.562702,9,[0.29240257 0.04910848],"[[ 0.28569183 -0.61470276]
 [ 0.7241787  -0.3639803 ]
 [ 0.62765056  0.69975615]]","[[ 0.7861893 -0.6179856]
 [ 0.6179856  0.7861893]]"
