Timestamp,Epoch,s,u,v
20200219-221454.425623,0,[1.6350832  0.97534275],"[[ 0.3504853   0.6989962 ]
 [ 0.81954306  0.09326214]
 [ 0.45333126 -0.7090181 ]]","[[ 0.64569914  0.76359195]
 [ 0.76359195 -0.64569914]]"
20200219-221454.425623,1,[1.6357709 0.978124 ],"[[ 0.3488142   0.69736296]
 [ 0.82377625  0.09042862]
 [ 0.44690186 -0.71099055]]","[[ 0.647673    0.76191837]
 [ 0.76191837 -0.647673  ]]"
20200219-221454.425623,2,[1.6320657  0.98075116],"[[ 0.34450012  0.6967608 ]
 [ 0.82798487  0.09034958]
 [ 0.44244853 -0.7115906 ]]","[[ 0.6478274   0.76178724]
 [ 0.76178724 -0.6478274 ]]"
20200219-221454.425623,3,[1.6285816 0.9833911],"[[ 0.34023786  0.69616723]
 [ 0.8320907   0.09024277]
 [ 0.43802178 -0.7121847 ]]","[[ 0.6479951  0.7616444]
 [ 0.7616444 -0.6479951]]"
20200219-221454.425623,4,[1.6253132  0.98604447],"[[ 0.3360283   0.69558275]
 [ 0.8360951   0.09010905]
 [ 0.43362397 -0.7127725 ]]","[[ 0.6481757  0.7614908]
 [ 0.7614908 -0.6481757]]"
20200219-221454.425623,5,[1.6266385 0.9888372],"[[ 0.33456853  0.69405174]
 [ 0.8399172   0.08711603]
 [ 0.42732072 -0.71463466]]","[[ 0.65020764  0.75975657]
 [ 0.75975657 -0.65020764]]"
20200219-221454.425623,6,[1.6281039  0.99163955],"[[ 0.33319995  0.69253355]
 [ 0.8436388   0.08403218]
 [ 0.42101258 -0.71647465]]","[[ 0.6522729  0.7579843]
 [ 0.7579843 -0.6522729]]"
20200219-221454.425623,7,[1.6253085  0.99429196],"[[ 0.32892007  0.69208795]
 [ 0.8473416   0.08408549]
 [ 0.41692168 -0.7168987 ]]","[[ 0.6523053  0.7579563]
 [ 0.7579563 -0.6523053]]"
20200219-221454.425623,8,[1.6270025 0.9970996],"[[ 0.3277863   0.6905729 ]
 [ 0.85088223  0.08076546]
 [ 0.41055512 -0.7187394 ]]","[[ 0.65449405  0.75606716]
 [ 0.75606716 -0.65449405]]"
20200219-221454.425623,9,[1.6245127 0.9997662],"[[ 0.3235819   0.6901693 ]
 [ 0.85440123  0.08080778]
 [ 0.4065631  -0.71912235]]","[[ 0.6545226   0.75604254]
 [ 0.75604254 -0.6545226 ]]"
20200219-221454.425623,10,[1.6222035 1.0024447],"[[ 0.3194328   0.68977284]
 [ 0.85782677  0.08083495]
 [ 0.4026112  -0.719499  ]]","[[ 0.65455794  0.7560118 ]
 [ 0.7560118  -0.65455794]]"
20200219-221454.425623,11,[1.6305313 1.005162 ],"[[ 0.31661698  0.68918824]
 [ 0.860682    0.08008599]
 [ 0.3987229  -0.72014284]]","[[ 0.65527236  0.7553926 ]
 [ 0.7553926  -0.65527236]]"
20200219-221454.425623,12,[1.6384903 1.0072907],"[[ 0.3095788   0.69050646]
 [ 0.8626812   0.08519778]
 [ 0.3999278  -0.7182913 ]]","[[ 0.6524126  0.757864 ]
 [ 0.757864  -0.6524126]]"
20200219-221454.425623,13,[1.6405058 1.0101199],"[[ 0.30877295  0.6890818 ]
 [ 0.8658244   0.08168739]
 [ 0.3937099  -0.72006494]]","[[ 0.6546703  0.7559145]
 [ 0.7559145 -0.6546703]]"
20200219-221454.425623,14,[1.6426415 1.0129379],"[[ 0.30785966  0.6877385 ]
 [ 0.8688624   0.07834759]
 [ 0.3876862  -0.72171855]]","[[ 0.6567997  0.7540651]
 [ 0.7540651 -0.6567997]]"
20200219-221454.425623,15,[1.6456542 1.0153376],"[[ 0.30237648  0.6882453 ]
 [ 0.8712732   0.08102873]
 [ 0.38658953 -0.7209389 ]]","[[ 0.65531206  0.7553583 ]
 [ 0.7553583  -0.65531206]]"
20200219-221454.425623,16,[1.6528376 1.0178756],"[[ 0.29998615  0.6877985 ]
 [ 0.8735374   0.08038297]
 [ 0.38332844 -0.72143734]]","[[ 0.6559028  0.7548453]
 [ 0.7548453 -0.6559028]]"
20200219-221454.425623,17,[1.6550778 1.0206925],"[[ 0.29921594  0.6865168 ]
 [ 0.8763677   0.07698983]
 [ 0.3774249  -0.7230263 ]]","[[ 0.65803134  0.7529906 ]
 [ 0.7529906  -0.65803134]]"
20200219-221454.425623,18,[1.6581743 1.0230961],"[[ 0.29386005  0.68702817]
 [ 0.8785833   0.07969823]
 [ 0.37648043 -0.72224647]]","[[ 0.65652907  0.75430065]
 [ 0.75430065 -0.65652907]]"
20200219-221454.425623,19,[1.6604867 1.0259178],"[[ 0.2933251   0.6857424 ]
 [ 0.8812933   0.0760873 ]
 [ 0.37051642 -0.72385633]]","[[ 0.65877557  0.7523394 ]
 [ 0.7523394  -0.65877557]]"
20200219-221454.425623,20,[1.6636693 1.0283338],"[[ 0.28802994  0.6862636 ]
 [ 0.8833845   0.07883969]
 [ 0.36968943 -0.72306705]]","[[ 0.6572512   0.75367165]
 [ 0.75367165 -0.6572512 ]]"
20200219-221454.425623,21,[1.6660786 1.0311594],"[[ 0.28759986  0.6850163 ]
 [ 0.88596654  0.07518539]
 [ 0.36379886 -0.7246376 ]]","[[ 0.659507    0.75169843]
 [ 0.75169843 -0.659507  ]]"
20200219-221454.425623,22,[1.6645854 1.0338677],"[[ 0.28399506  0.68472445]
 [ 0.88855237  0.0751068 ]
 [ 0.36030743 -0.72492146]]","[[ 0.65956813  0.7516447 ]
 [ 0.7516447  -0.65956813]]"
20200219-221454.425623,23,[1.6632118 1.0366018],"[[ 0.28063312  0.6843842 ]
 [ 0.891082    0.07477221]
 [ 0.3566761  -0.7252772 ]]","[[ 0.65978986  0.7514502 ]
 [ 0.7514502  -0.65978986]]"
20200219-221454.425623,24,[1.6658977 1.03942  ],"[[ 0.2801676   0.6832628 ]
 [ 0.8934369   0.07131472]
 [ 0.35110748 -0.7266815 ]]","[[ 0.6619038  0.7495887]
 [ 0.7495887 -0.6619038]]"
20200219-221454.425623,25,[1.6647216 1.0421649],"[[ 0.27687338  0.68296254]
 [ 0.8958336   0.07100254]
 [ 0.3475963  -0.7269943 ]]","[[ 0.66210556  0.74941057]
 [ 0.74941057 -0.66210556]]"
20200219-221454.425623,26,[1.6636672 1.044921 ],"[[ 0.273634    0.6826717 ]
 [ 0.8981626   0.07068476]
 [ 0.34413433 -0.7272985 ]]","[[ 0.66230935  0.74923044]
 [ 0.74923044 -0.66230935]]"
