Timestamp,Epoch,s,u,v
20200222-160601.131187,0,[2.611091   1.5851928  0.39451468],"[[ 0.18344957  0.02623032 -0.94161445]
 [-0.59937036  0.75545007 -0.01687498]
 [ 0.644444    0.6515268   0.02443498]
 [ 0.43794242  0.06418647  0.33538067]]","[[-0.36184838  0.6922913  -0.6243386 ]
 [-0.21764857  0.5884764   0.7786685 ]
 [ 0.90647393  0.41764638 -0.06226304]]"
20200222-160601.131187,1,[2.6142042  1.5740882  0.39547148],"[[ 0.17988811  0.02140844 -0.9423822 ]
 [-0.60533196  0.748853   -0.01820234]
 [ 0.6403598   0.65947205  0.01985834]
 [ 0.4372101   0.06210738  0.3334516 ]]","[[-0.3678619   0.6885476  -0.62496394]
 [-0.22158402  0.58782125  0.7780533 ]
 [ 0.9030937   0.42469817 -0.0636659 ]]"
20200222-160601.131187,2,[2.615378   1.5683671  0.39644223],"[[ 0.17630139  0.01775008 -0.9431273 ]
 [-0.6115608   0.7421612  -0.01876689]
 [ 0.63602525  0.6672581   0.0159531 ]
 [ 0.4363291   0.06040049  0.33151793]]","[[-0.37446988  0.6845585  -0.62542146]
 [-0.2261069   0.5867223   0.7775813 ]
 [ 0.8992486   0.43259287 -0.06492642]]"
20200222-160601.131187,3,[2.6162026  1.5583216  0.39736876],"[[ 0.17215624  0.01259355 -0.94387573]
 [-0.62063825  0.732645   -0.02029895]
 [ 0.62921184  0.6778606   0.0103996 ]
 [ 0.43504342  0.05981322  0.32951263]]","[[-0.38401926  0.6784922  -0.62624085]
 [-0.2330748   0.58504695  0.7767859 ]
 [ 0.89342326  0.4442617  -0.06652988]]"
20200222-160601.131187,4,[2.6207707  1.5548956  0.39829135],"[[ 0.16933474  0.00967639 -0.9444543 ]
 [-0.6237103   0.7283986  -0.02005393]
 [ 0.6271463   0.6827683   0.00773834]
 [ 0.43473968  0.05629896  0.32793906]]","[[-0.38722908  0.6764708  -0.6264512 ]
 [-0.23476063  0.58472216  0.7765229 ]
 [ 0.89159477  0.44775823 -0.0676127 ]]"
20200222-160601.131187,5,[2.621833   1.5530603  0.39919457],"[[ 0.16565545  0.00531477 -0.94506776]
 [-0.6297203   0.7216826  -0.02085404]
 [ 0.62262756  0.68999773  0.00298445]
 [ 0.43398857  0.05522297  0.32619554]]","[[-0.39390624  0.6719915  -0.6271088 ]
 [-0.23933505  0.58374685  0.7758599 ]
 [ 0.887444    0.45570508 -0.06911031]]"
20200222-160601.131187,6,[2.6260715  1.5453635  0.40005884],"[[ 1.6229528e-01 -4.4676181e-04 -9.4557685e-01]
 [-6.3459867e-01  7.1544474e-01 -2.2337195e-02]
 [ 6.1886871e-01  6.9666034e-01 -2.3360304e-03]
 [ 4.3352756e-01  5.2941505e-02  3.2462335e-01]]","[[-0.39904284  0.668181   -0.6279323 ]
 [-0.24258588  0.58348596  0.77504605]
 [ 0.8842605   0.46160412 -0.07074462]]"
20200222-160601.131187,7,[2.6275249  1.5460331  0.40090883],"[[ 0.15861835 -0.00547849 -0.9460732 ]
 [-0.64059216  0.70851076 -0.02340245]
 [ 0.614144    0.7037569  -0.00769489]
 [ 0.43279257  0.05205083  0.3230158 ]]","[[-0.40579185  0.66333526 -0.62874436]
 [-0.2472592   0.5826011   0.7742345 ]
 [ 0.879884    0.46964085 -0.07239904]]"
20200222-160601.131187,8,[2.6330347 1.5406469 0.4017896],"[[ 0.15608053 -0.00925366 -0.9464864 ]
 [-0.6419738   0.70560217 -0.0235502 ]
 [ 0.6132387   0.7068973  -0.0108785 ]
 [ 0.4329513   0.04833267  0.3217002 ]]","[[-0.40728578  0.66211    -0.62906986]
 [-0.24747542  0.5830104   0.77385724]
 [ 0.8791327   0.47086033 -0.07359587]]"
20200222-160601.131187,9,[2.6379766  1.5310005  0.40263405],"[[ 0.15301923 -0.0144019  -0.946867  ]
 [-0.6457903   0.7001983  -0.02447231]
 [ 0.6101364   0.71234083 -0.01562031]
 [ 0.43275118  0.04566142  0.32031208]]","[[-0.41134757  0.6589799  -0.6297133 ]
 [-0.2498447   0.5828898   0.7731864 ]
 [ 0.8765677   0.47537878 -0.07512771]]"
20200222-160601.131187,10,[2.6414504 1.5284946 0.4034342],"[[ 0.14977746 -0.01919805 -0.9472118 ]
 [-0.6509049   0.6936784  -0.02519745]
 [ 0.6058599   0.71868974 -0.02045885]
 [ 0.43223062  0.04388607  0.31896165]]","[[-0.4170286   0.65473455 -0.63040435]
 [-0.2536827   0.5821824   0.7724692 ]
 [ 0.8727727   0.48206434 -0.07669193]]"
20200222-160601.131187,11,[2.6473942  1.5183834  0.40427104],"[[ 0.14693613 -0.0231529  -0.9475592 ]
 [-0.65461737  0.6881214  -0.02519715]
 [ 0.6026946   0.7241006  -0.02406984]
 [ 0.43202415  0.04038375  0.3176743 ]]","[[-0.42094392  0.6518601  -0.6307808 ]
 [-0.2560106   0.5817447   0.7720308 ]
 [ 0.8702096   0.48646832 -0.07799879]]"
20200222-160601.131187,12,[2.6537437  1.5060371  0.40510514],"[[ 0.14426556 -0.02792098 -0.94782937]
 [-0.65707916  0.6837155  -0.0257145 ]
 [ 0.6005912   0.7282877  -0.02816694]
 [ 0.4321165   0.0367493   0.31648785]]","[[-0.42352712  0.6496929  -0.6312875 ]
 [-0.2571646   0.5819754   0.7714732 ]
 [ 0.8686146   0.48908466 -0.07940436]]"
20200222-160601.131187,13,[2.6571605  1.5019593  0.40594125],"[[ 0.1412146  -0.03182537 -0.9481384 ]
 [-0.66096425  0.6783431  -0.02574503]
 [ 0.59723884  0.7332405  -0.03220082]
 [ 0.43184564  0.03458431  0.31517252]]","[[-0.42798448  0.64633167 -0.6317314 ]
 [-0.2599759   0.5813996   0.7709648 ]
 [ 0.86558735  0.49419597 -0.08079933]]"
20200222-160601.131187,14,[2.6578372 1.5080588 0.4067247],"[[ 0.13773623 -0.03578113 -0.94840646]
 [-0.66670567  0.6714633  -0.02582996]
 [ 0.59214634  0.7393794  -0.03698557]
 [ 0.431155    0.03427065  0.3138311 ]]","[[-0.43480074  0.6411772  -0.63232905]
 [-0.26488203  0.58005387  0.7703083 ]
 [ 0.86068904  0.5024233  -0.08237159]]"
20200222-160601.131187,15,[2.6631331  1.5004627  0.40754116],"[[ 0.13506988 -0.0393492  -0.94865626]
 [-0.6697649   0.66658705 -0.02558883]
 [ 0.5893497   0.7437339  -0.0403758 ]
 [ 0.4310899   0.03120521  0.31267682]]","[[-0.4382558   0.6385076  -0.63264537]
 [-0.26688576  0.5796605   0.7699129 ]
 [ 0.85831475  0.5062628  -0.08363098]]"
20200222-160601.131187,16,[2.671466  1.5005014 0.4082472],"[[ 0.13300401 -0.04551377 -0.9485947 ]
 [-0.6672721   0.6671959  -0.02693862]
 [ 0.59187084  0.7430152  -0.04508123]
 [ 0.4321418   0.02657856  0.31210536]]","[[-0.4356982   0.639436   -0.6334735 ]
 [-0.26350784  0.58233654  0.7690564 ]
 [ 0.86065716  0.50200176 -0.0852266 ]]"
20200222-160601.131187,17,[2.6754086  1.4967394  0.40903068],"[[ 0.13008529 -0.04941913 -0.9487651 ]
 [-0.67066747  0.6622028  -0.02683978]
 [ 0.5887682   0.7472934  -0.0491349 ]
 [ 0.43201306  0.02445299  0.31098318]]","[[-0.43970734  0.63624847 -0.63391274]
 [-0.26596424  0.5819077   0.7685353 ]
 [ 0.85785806  0.5065287  -0.08664972]]"
20200222-160601.131187,18,[2.681587  1.4932854 0.4098276],"[[ 0.12777402 -0.05291389 -0.94890714]
 [-0.67092997  0.66028243 -0.02660676]
 [ 0.58863074  0.7488645  -0.05216713]
 [ 0.43248186  0.02071693  0.31007445]]","[[-0.44020492  0.63561106 -0.63420695]
 [-0.2653461   0.5826891   0.7681567 ]
 [ 0.8577943   0.5064308  -0.08784577]]"
20200222-160601.131187,19,[2.6857083 1.489729  0.4105959],"[[ 0.12490647 -0.05679074 -0.9490249 ]
 [-0.67413634  0.65544426 -0.02644664]
 [ 0.585632    0.7528757  -0.05619844]
 [ 0.4324048   0.01860345  0.30902115]]","[[-0.44403914  0.6325043  -0.63463974]
 [-0.26766402  0.5823172   0.7676345 ]
 [ 0.8550936   0.5107301  -0.08927298]]"
20200222-160601.131187,20,[2.689168   1.4918058  0.41131458],"[[ 0.12171045 -0.06037977 -0.9491255 ]
 [-0.67898804  0.6490285  -0.02595102]
 [ 0.58097184  0.7581625  -0.06048083]
 [ 0.43201172  0.0175007   0.3079443 ]]","[[-0.44978863  0.6279917  -0.6350724 ]
 [-0.2716681   0.58116907  0.7670979 ]
 [ 0.8508154   0.5175608  -0.09079795]]"
20200222-160601.131187,21,[2.6940353  1.4921048  0.41207787],"[[ 0.1191763  -0.06409995 -0.9491812 ]
 [-0.6795016   0.647091   -0.0257945 ]
 [ 0.5805852   0.75957173 -0.06405574]
 [ 0.43242976  0.01466739  0.30706093]]","[[-0.45074722  0.6269256  -0.6354457 ]
 [-0.27142575  0.58189905  0.76663   ]
 [ 0.85038525  0.5180327  -0.09212561]]"
20200222-160601.131187,22,[2.7004724 1.4912602 0.4127969],"[[ 0.11687257 -0.06815955 -0.94915324]
 [-0.67994654  0.64492846 -0.02582902]
 [ 0.5801887   0.7611137  -0.06766291]
 [ 0.432891    0.01130391  0.30637032]]","[[-0.45150143  0.62593067 -0.63589096]
 [-0.27105623  0.5827697   0.7660993 ]
 [ 0.850103    0.5182571  -0.0934589 ]]"
20200222-160601.131187,23,[2.7050147  1.4879452  0.41353136],"[[ 0.11409945 -0.07193179 -0.94917077]
 [-0.6827675   0.6404295  -0.02551418]
 [ 0.5774094   0.7645855  -0.07161116]
 [ 0.43290684  0.00922372  0.30544356]]","[[-0.45496887  0.6230065  -0.6362909 ]
 [-0.27308154  0.58249086  0.76559186]
 [ 0.84760237  0.5220798  -0.09488358]]"
20200222-160601.131187,24,[2.7110093  1.4860286  0.41415492],"[[ 0.11117677 -0.07671669 -0.94901615]
 [-0.686334    0.6349147  -0.02554487]
 [ 0.5737615   0.7687278  -0.07656482]
 [ 0.43287757  0.00745297  0.30471915]]","[[-0.45921853  0.6192309  -0.63692343]
 [-0.27575788  0.58220345  0.7648509 ]
 [ 0.8444382   0.52687037 -0.09660077]]"
20200222-160601.131187,25,[2.7185962 1.4754363 0.414857 ],"[[ 0.10883322 -0.08124133 -0.9488917 ]
 [-0.6871629   0.6319799  -0.02561308]
 [ 0.5728495   0.77070576 -0.08049311]
 [ 0.43336606  0.00373005  0.3040872 ]]","[[-0.4603233   0.6178896  -0.6374284 ]
 [-0.27568     0.5830335   0.7642463 ]
 [ 0.8438619   0.5275266  -0.09804413]]"
20200222-160601.131187,26,[2.724899  1.4691715 0.4155775],"[[ 1.0640836e-01 -8.4615327e-02 -9.4886857e-01]
 [-6.8911976e-01  6.2810737e-01 -2.5048563e-02]
 [ 5.7077926e-01  7.7351183e-01 -8.3765790e-02]
 [ 4.3359199e-01  7.8546820e-04  3.0332181e-01]]","[[-0.46277863  0.61573994 -0.6377307 ]
 [-0.27687043  0.58301723  0.7638282 ]
 [ 0.8421275   0.5300522  -0.09932776]]"
20200222-160601.131187,27,[2.7311668  1.4593813  0.41626647],"[[ 0.10376272 -0.08823207 -0.9488073 ]
 [-0.69315183  0.62179345 -0.02436978]
 [ 0.56646484  0.7781937  -0.08750636]
 [ 0.43346408 -0.00153838  0.30251187]]","[[-0.46752048  0.6117702  -0.63809216]
 [-0.28014866  0.58209056  0.76333946]
 [ 0.8384158   0.5356376  -0.10075271]]"
20200222-160601.131187,28,[2.7369497  1.4531435  0.41688934],"[[ 0.10093908 -0.09239965 -0.9486323 ]
 [-0.69777375  0.6149306  -0.02390305]
 [ 0.5614604   0.7831437  -0.09200422]
 [ 0.4332266  -0.00298916  0.30176336]]","[[-0.47300628  0.60701257 -0.63859296]
 [-0.28407934  0.58101857  0.7627033 ]
 [ 0.8340048   0.5421746  -0.10238572]]"
20200222-160601.131187,29,[2.742381   1.4565115  0.41759446],"[[ 0.09841302 -0.09513459 -0.94859886]
 [-0.6987772   0.61248356 -0.02296773]
 [ 0.56037754  0.7847181  -0.09496456]
 [ 0.43359262 -0.00550341  0.30102238]]","[[-0.4745974   0.6055672  -0.63878465]
 [-0.2844604   0.58125883  0.76237816]
 [ 0.8329703   0.54353166 -0.10360404]]"
20200222-160601.131187,30,[2.7473686  1.4541327  0.41823328],"[[ 0.09555186 -0.09813916 -0.9485196 ]
 [-0.7043797   0.604705   -0.02180122]
 [ 0.55418587  0.79035586 -0.09874438]
 [ 0.4331251  -0.00619857  0.3001421 ]]","[[-0.4812666   0.60000277 -0.63904566]
 [-0.28954458  0.57929474  0.76195914]
 [ 0.8273732   0.55173755 -0.10506764]]"
20200222-160601.131187,31,[2.754852   1.4479591  0.41879037],"[[ 0.09315433 -0.10321652 -0.9481256 ]
 [-0.7051788   0.6019321  -0.02202851]
 [ 0.5531577   0.7917975  -0.10344011]
 [ 0.43366092 -0.00900268  0.2997887 ]]","[[-0.4825683   0.5982299  -0.6397258 ]
 [-0.2896574   0.5802959   0.76115394]
 [ 0.82657516  0.5526102  -0.10675066]]"
20200222-160601.131187,32,[2.7623906  1.4477601  0.41931203],"[[ 0.09098527 -0.1085581  -0.9476215 ]
 [-0.7044063   0.60106784 -0.0226463 ]
 [ 0.5538544   0.7916997  -0.10820331]
 [ 0.43448684 -0.01199864  0.29965493]]","[[-0.48212942  0.59777415 -0.6404821 ]
 [-0.28818837  0.5821658   0.76028323]
 [ 0.8273445   0.55113435 -0.10840766]]"
20200222-160601.131187,33,[2.7681813 1.4477172 0.419877 ],"[[ 0.08843447 -0.11283678 -0.9472628 ]
 [-0.70667726  0.5969491  -0.02236534]
 [ 0.5512362   0.79418653 -0.11261323]
 [ 0.43465534 -0.0137015   0.29918435]]","[[-0.48514193  0.59476846 -0.64100546]
 [-0.28993073  0.5821744   0.7596137 ]
 [ 0.8249712   0.55436766 -0.1099956 ]]"
20200222-160601.131187,34,[2.7763934  1.4565952  0.42043814],"[[ 0.08614732 -0.11589129 -0.9469698 ]
 [-0.70613796  0.5963351  -0.02167999]
 [ 0.55174774  0.7941588  -0.11577471]
 [ 0.4353418  -0.01630155  0.29895616]]","[[-0.48500782  0.5945545  -0.6413053 ]
 [-0.28873572  0.5833366   0.75917727]
 [ 0.8254689   0.5533747  -0.11125377]]"
